workerid,proliferate.condition,practiceResp,error
354,6,"practice,0,5,FN1H.webm,77,non-word,1659022814139,1659022818733,4594,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1659022821971,1659022824221,2250,true,false;practice,2,4,F4M.webm,88,word,1659022832836,1659022835080,2244,false,false;practice,3,0,F40H.webm,88,word,1659022837472,1659022839956,2484,false,false;practice,4,3,F2H-CATCH.webm,66,,1659022842727,1659022844432,1705,true,true;practice,5,2,FN6M.webm,77,non-word,1659022847018,1659022849520,2502,false,false;",
195,6,"practice,0,1,FN86H-CATCH.webm,77,non-word,1657218024051,1657218041198,17147,true,false;practice,1,2,FN6M.webm,77,non-word,1657218077478,1657218086937,9459,false,false;practice,2,3,F2H-CATCH.webm,66,,1657218093700,1657218097883,4183,true,true;practice,3,0,F40H.webm,88,word,1657218103723,1657218111765,8042,false,false;practice,4,5,FN1H.webm,77,non-word,1657218117442,1657218123563,6121,false,false;practice,5,4,F4M.webm,88,word,1657218129541,1657218135106,5565,false,false;",
265,6,"practice,0,2,FN6M.webm,77,non-word,1659021505278,1659021510322,5044,false,false;practice,1,3,F2H-CATCH.webm,66,,1659021513435,1659021515934,2499,true,true;practice,2,1,FN86H-CATCH.webm,66,,1659021518897,1659021521164,2267,true,true;practice,3,4,F4M.webm,88,word,1659021523139,1659021525658,2519,false,false;practice,4,5,FN1H.webm,77,non-word,1659021528606,1659021531936,3330,false,false;practice,5,0,F40H.webm,88,word,1659021533910,1659021537506,3596,false,false;",
313,6,"practice,0,4,F4M.webm,88,word,1659021619109,1659021624307,5198,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659021630708,1659021634614,3906,true,false;practice,2,1,FN86H-CATCH.webm,66,,1659021648553,1659021651549,2996,true,true;practice,3,2,FN6M.webm,77,non-word,1659021656994,1659021662040,5046,false,false;practice,4,5,FN1H.webm,77,non-word,1659021666294,1659021670540,4246,false,false;practice,5,0,F40H.webm,88,word,1659021673913,1659021678915,5002,false,false;",
219,6,"practice,0,4,F4M.webm,88,word,1659021308081,1659021311119,3038,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659021315245,1659021320881,5636,true,false;practice,2,2,FN6M.webm,77,non-word,1659021328418,1659021331916,3498,false,false;practice,3,5,FN1H.webm,77,non-word,1659021334736,1659021337841,3105,false,false;practice,4,0,F40H.webm,88,word,1659021340662,1659021344650,3988,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659021347111,1659021349888,2777,true,true;",
361,6,"practice,0,4,F4M.webm,88,word,1659026015418,1659026020174,4756,false,false;practice,1,3,F2H-CATCH.webm,88,word,1659026023742,1659026026203,2461,true,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1659026034233,1659026037380,3147,true,false;practice,3,2,FN6M.webm,77,non-word,1659026041852,1659026044475,2623,false,false;practice,4,0,F40H.webm,88,word,1659026047134,1659026050853,3719,false,false;practice,5,5,FN1H.webm,77,non-word,1659026054113,1659026057100,2987,false,false;",
359,6,"practice,0,4,F4M.webm,88,word,1659024258286,1659024262113,3827,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1659024265210,1659024270184,4974,true,false;practice,2,5,FN1H.webm,77,non-word,1659024280257,1659024284784,4527,false,false;practice,3,0,F40H.webm,88,word,1659024287493,1659024290312,2819,false,false;practice,4,3,F2H-CATCH.webm,66,,1659024292517,1659024295888,3371,true,true;practice,5,2,FN6M.webm,77,non-word,1659024297841,1659024300888,3047,false,false;",
343,6,"practice,0,2,FN6M.webm,77,non-word,1659022579462,1659022583776,4314,false,false;practice,1,0,F40H.webm,88,word,1659022591782,1659022595967,4185,false,false;practice,2,5,FN1H.webm,77,non-word,1659022599095,1659022602039,2944,false,false;practice,3,3,F2H-CATCH.webm,88,word,1659022605007,1659022607759,2752,true,false;practice,4,4,F4M.webm,88,word,1659022627898,1659022630367,2469,false,false;practice,5,1,FN86H-CATCH.webm,66,,1659022632651,1659022635296,2645,true,true;",
233,6,"practice,0,0,F40H.webm,88,word,1659022290208,1659022297010,6802,false,false;practice,1,2,FN6M.webm,77,non-word,1659022300686,1659022304311,3625,false,false;practice,2,5,FN1H.webm,77,non-word,1659022307349,1659022312050,4701,false,false;practice,3,4,F4M.webm,88,word,1659022314763,1659022318475,3712,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659022320847,1659022324246,3399,true,true;practice,5,3,F2H-CATCH.webm,66,,1659022327319,1659022330077,2758,true,true;",
223,7,"practice,0,4,F4M.webm,77,word,1659021322988,1659021327370,4382,false,false;practice,1,1,FN86H-CATCH.webm,88,non-word,1659021331883,1659021335870,3987,true,false;practice,2,2,FN6M.webm,88,non-word,1659021345004,1659021348828,3824,false,false;practice,3,5,FN1H.webm,88,non-word,1659021352124,1659021354803,2679,false,false;practice,4,3,F2H-CATCH.webm,77,word,1659021357820,1659021360274,2454,true,false;practice,5,0,F40H.webm,77,word,1659021363351,1659021366074,2723,false,false;",
335,7,"practice,0,2,FN6M.webm,88,non-word,1659022335306,1659022339822,4516,false,false;practice,1,5,FN1H.webm,88,non-word,1659022343384,1659022346557,3173,false,false;practice,2,3,F2H-CATCH.webm,77,word,1659022348686,1659022351477,2791,true,false;practice,3,0,F40H.webm,77,word,1659022353503,1659022357036,3533,false,false;practice,4,4,F4M.webm,77,word,1659022359168,1659022362268,3100,false,false;practice,5,1,FN86H-CATCH.webm,77,word,1659022364084,1659022367157,3073,true,false;",
207,7,"practice,0,1,FN86H-CATCH.webm,77,word,1659021614790,1659021622878,8088,true,false;practice,1,5,FN1H.webm,88,non-word,1659021629818,1659021633795,3977,false,false;practice,2,0,F40H.webm,77,word,1659021636781,1659021639477,2696,false,false;practice,3,2,FN6M.webm,88,non-word,1659021641784,1659021647277,5493,false,false;practice,4,3,F2H-CATCH.webm,77,word,1659021649086,1659021650984,1898,true,false;practice,5,4,F4M.webm,77,word,1659021652982,1659021656778,3796,false,false;",
190,7,"practice,0,5,FN1H.webm,88,non-word,1657217276212,1657217281722,5510,false,false;practice,1,3,F2H-CATCH.webm,66,,1657217286379,1657217289413,3034,true,true;practice,2,0,F40H.webm,77,word,1657217292405,1657217296873,4468,false,false;practice,3,4,F4M.webm,77,word,1657217299252,1657217303549,4297,false,false;practice,4,2,FN6M.webm,88,non-word,1657217306001,1657217309602,3601,false,false;practice,5,1,FN86H-CATCH.webm,66,,1657217311954,1657217314678,2724,true,true;",
310,7,"practice,0,2,FN6M.webm,88,non-word,1659021725688,1659021731684,5996,false,false;practice,1,5,FN1H.webm,88,non-word,1659021739526,1659021743658,4132,false,false;practice,2,3,F2H-CATCH.webm,66,,1659021747756,1659021750666,2910,true,true;practice,3,4,F4M.webm,77,word,1659021754696,1659021758396,3700,false,false;practice,4,1,FN86H-CATCH.webm,88,non-word,1659021762446,1659021766035,3589,true,false;practice,5,0,F40H.webm,77,word,1659021776791,1659021780796,4005,false,false;",
278,7,"practice,0,4,F4M.webm,77,word,1659021504036,1659021508239,4203,false,false;practice,1,5,FN1H.webm,88,non-word,1659021515519,1659021519507,3988,false,false;practice,2,0,F40H.webm,77,word,1659021522122,1659021525993,3871,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021529659,1659021532951,3292,true,true;practice,4,3,F2H-CATCH.webm,66,,1659021537015,1659021539626,2611,true,true;practice,5,2,FN6M.webm,88,non-word,1659021543316,1659021547294,3978,false,false;",
286,7,"practice,0,5,FN1H.webm,88,non-word,1659021554441,1659021560921,6480,false,false;practice,1,2,FN6M.webm,88,non-word,1659021565983,1659021569379,3396,false,false;practice,2,0,F40H.webm,77,word,1659021573589,1659021577185,3596,false,false;practice,3,4,F4M.webm,77,word,1659021581530,1659021584994,3464,false,false;practice,4,1,FN86H-CATCH.webm,66,,1659021588764,1659021592509,3745,true,true;practice,5,3,F2H-CATCH.webm,66,,1659021595887,1659021600090,4203,true,true;",
179,7,"practice,0,5,FN1H.webm,88,non-word,1657217081182,1657217084754,3572,false,false;practice,1,2,FN6M.webm,88,non-word,1657217089693,1657217092554,2861,false,false;practice,2,0,F40H.webm,77,word,1657217095520,1657217098513,2993,false,false;practice,3,1,FN86H-CATCH.webm,88,non-word,1657217101415,1657217103954,2539,true,false;practice,4,4,F4M.webm,77,word,1657217113807,1657217116054,2247,false,false;practice,5,3,F2H-CATCH.webm,66,,1657217118987,1657217122983,3996,true,true;",
231,7,"practice,0,0,F40H.webm,77,word,1659021445648,1659021449992,4344,false,false;practice,1,2,FN6M.webm,88,non-word,1659021458078,1659021461275,3197,false,false;practice,2,4,F4M.webm,77,word,1659021466121,1659021469542,3421,false,false;practice,3,3,F2H-CATCH.webm,77,word,1659021473607,1659021476723,3116,true,false;practice,4,1,FN86H-CATCH.webm,66,,1659021491629,1659021494551,2922,true,true;practice,5,5,FN1H.webm,88,non-word,1659021500582,1659021504688,4106,false,false;",
246,7,"practice,0,5,FN1H.webm,88,non-word,1659021441754,1659021449462,7708,false,false;practice,1,3,F2H-CATCH.webm,77,word,1659021455271,1659021459481,4210,true,false;practice,2,1,FN86H-CATCH.webm,66,,1659021472628,1659021477055,4427,true,true;practice,3,4,F4M.webm,88,non-word,1659021481036,1659021485063,4027,false,false;practice,4,0,F40H.webm,77,word,1659021492418,1659021497557,5139,false,false;practice,5,2,FN6M.webm,88,non-word,1659021501399,1659021505985,4586,false,false;",
254,7,"practice,0,3,F2H-CATCH.webm,77,word,1659021446068,1659021450981,4913,true,false;practice,1,4,F4M.webm,77,word,1659021465963,1659021470497,4534,false,false;practice,2,0,F40H.webm,77,word,1659021474614,1659021477768,3154,false,false;practice,3,1,FN86H-CATCH.webm,66,,1659021480654,1659021483563,2909,true,true;practice,4,2,FN6M.webm,88,non-word,1659021486495,1659021491517,5022,false,false;practice,5,5,FN1H.webm,88,non-word,1659021494660,1659021498632,3972,false,false;",
294,7,"practice,0,2,FN6M.webm,88,non-word,1659021726393,1659021732871,6478,false,false;practice,1,5,FN1H.webm,88,non-word,1659021738546,1659021741914,3368,false,false;practice,2,1,FN86H-CATCH.webm,77,word,1659021744512,1659021749757,5245,true,false;practice,3,4,F4M.webm,77,word,1659021761576,1659021765048,3472,false,false;practice,4,3,F2H-CATCH.webm,66,,1659021768244,1659021770923,2679,true,true;practice,5,0,F40H.webm,77,word,1659021774095,1659021776967,2872,false,false;",
302,7,"practice,0,2,FN6M.webm,88,non-word,1659021406760,1659021411940,5180,false,false;practice,1,0,F40H.webm,77,word,1659021416280,1659021418795,2515,false,false;practice,2,4,F4M.webm,77,word,1659021421172,1659021424112,2940,false,false;practice,3,1,FN86H-CATCH.webm,77,word,1659021428477,1659021430917,2440,true,false;practice,4,5,FN1H.webm,88,non-word,1659021434271,1659021436699,2428,false,false;practice,5,3,F2H-CATCH.webm,66,,1659021438346,1659021441898,3552,true,true;",
262,7,"practice,0,4,F4M.webm,77,word,1659021486057,1659021490686,4629,false,false;practice,1,2,FN6M.webm,88,non-word,1659021495031,1659021499333,4302,false,false;practice,2,5,FN1H.webm,88,non-word,1659021502098,1659021504601,2503,false,false;practice,3,1,FN86H-CATCH.webm,77,word,1659021507397,1659021510703,3306,true,false;practice,4,3,F2H-CATCH.webm,66,,1659021520904,1659021523293,2389,true,true;practice,5,0,F40H.webm,77,word,1659021525730,1659021529389,3659,false,false;",
341,7,"practice,0,3,F2H-CATCH.webm,66,,1659022214599,1659022216771,2172,true,true;practice,1,1,FN86H-CATCH.webm,88,non-word,1659022221108,1659022227240,6132,true,false;practice,2,2,FN6M.webm,88,non-word,1659022234042,1659022238161,4119,false,false;practice,3,0,F40H.webm,77,word,1659022241146,1659022244474,3328,false,false;practice,4,5,FN1H.webm,88,non-word,1659022247549,1659022251031,3482,false,false;practice,5,4,F4M.webm,77,word,1659022255043,1659022258441,3398,false,false;",
