workerid,proliferate.condition,practiceResp,error
157,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651193866162,1651193871413,5251,false,false;practice,1,4,F4M.webm,77,word,1651193876406,1651193879772,3366,false,false;practice,2,5,FN1H.webm,88,non-word,1651193882296,1651193885483,3187,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651193887806,1651193891443,3637,true,true;practice,4,0,F40H.webm,77,word,1651193894796,1651193897675,2879,false,false;practice,5,3,F2H-CATCH.webm,66,,1651193899955,1651193902731,2776,true,true;",
98,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,88,non-word,1651188882428,1651188887374,4946,true,false;practice,1,3,F2H-CATCH.webm,66,,1651188896642,1651188899336,2694,true,true;practice,2,4,F4M.webm,77,word,1651188903593,1651188906985,3392,false,false;practice,3,0,F40H.webm,77,word,1651188910285,1651188913598,3313,false,false;practice,4,2,FN6M.webm,88,non-word,1651188916684,1651188920675,3991,false,false;practice,5,5,FN1H.webm,88,non-word,1651188923831,1651188927059,3228,false,false;",
137,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,66,,1651191602283,1651191604823,2540,true,true;practice,1,5,FN1H.webm,88,non-word,1651191607891,1651191610320,2429,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651191612490,1651191613861,1371,true,true;practice,3,2,FN6M.webm,88,non-word,1651191615455,1651191620238,4783,false,false;practice,4,0,F40H.webm,77,word,1651191623178,1651191625368,2190,false,false;practice,5,4,F4M.webm,77,word,1651191627430,1651191632197,4767,false,false;",
344,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,4,F4M.webm,77,word,1651806775809,1651806794748,18939,false,false;practice,1,0,F40H.webm,77,word,1651806801030,1651806805392,4362,false,false;practice,2,5,FN1H.webm,88,non-word,1651806807741,1651806810687,2946,false,false;practice,3,2,FN6M.webm,88,non-word,1651806812572,1651806815798,3226,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651806817533,1651806820107,2574,true,true;practice,5,3,F2H-CATCH.webm,66,,1651806822328,1651806824356,2028,true,true;",
276,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,88,non-word,1651794126568,1651794130641,4073,false,false;practice,1,1,FN86H-CATCH.webm,77,word,1651794134589,1651794138049,3460,true,false;practice,2,5,FN1H.webm,88,non-word,1651794148124,1651794152250,4126,false,false;practice,3,3,F2H-CATCH.webm,77,word,1651794154786,1651794158170,3384,true,false;practice,4,0,F40H.webm,77,word,1651794164141,1651794167112,2971,false,false;practice,5,4,F4M.webm,77,word,1651794169225,1651794173072,3847,false,false;",
400,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,0,F40H.webm,77,word,1651810883057,1651810887904,4847,false,false;practice,1,4,F4M.webm,77,word,1651810892069,1651810894877,2808,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651810898571,1651810901509,2938,true,true;practice,3,2,FN6M.webm,88,non-word,1651810904778,1651810908373,3595,false,false;practice,4,3,F2H-CATCH.webm,66,,1651810910736,1651810913017,2281,true,true;practice,5,5,FN1H.webm,88,non-word,1651810914980,1651810917620,2640,false,false;",
149,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651192549517,1651192558169,8652,false,false;practice,1,3,F2H-CATCH.webm,77,word,1651192563026,1651192566607,3581,true,false;practice,2,1,FN86H-CATCH.webm,88,non-word,1651192570218,1651192573055,2837,true,false;practice,3,2,FN6M.webm,88,non-word,1651192587246,1651192591463,4217,false,false;practice,4,4,F4M.webm,77,word,1651192595041,1651192599663,4622,false,false;practice,5,0,F40H.webm,77,word,1651192602128,1651192604807,2679,false,false;",
103,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,5,FN1H.webm,88,non-word,1651188977600,1651188988178,10578,false,false;practice,1,2,FN6M.webm,88,non-word,1651188992682,1651188995888,3206,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651189000188,1651189001941,1753,true,true;practice,3,3,F2H-CATCH.webm,66,,1651189004516,1651189006088,1572,true,true;practice,4,4,F4M.webm,77,word,1651189008503,1651189011015,2512,false,false;practice,5,0,F40H.webm,77,word,1651189013301,1651189016043,2742,false,false;",
74,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,2,FN6M.webm,77,word,1649362728571,1649362738033,9462,false,false;practice,1,3,F2H-CATCH.webm,77,word,1649362745304,1649362748324,3020,true,false;practice,2,1,FN86H-CATCH.webm,66,,1649362756537,1649362759466,2929,true,true;practice,3,4,F4M.webm,77,word,1649362762318,1649362765007,2689,false,false;practice,4,5,FN1H.webm,88,non-word,1649362767652,1649362770857,3205,false,false;practice,5,0,F40H.webm,77,word,1649362773044,1649362775885,2841,false,false;",
459,condition=H&label=SH&respKeyExp=1&respKeyTest=0,"practice,0,3,F2H-CATCH.webm,77,word,1651857179743,1651857184140,4397,true,false;practice,1,0,F40H.webm,77,word,1651857206639,1651857212156,5517,false,false;practice,2,2,FN6M.webm,88,non-word,1651857217794,1651857222187,4393,false,false;practice,3,4,F4M.webm,77,word,1651857226542,1651857231435,4893,false,false;practice,4,5,FN1H.webm,88,non-word,1651857236257,1651857239771,3514,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651857243926,1651857247531,3605,true,true;",
204,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,5,FN1H.webm,77,non-word,1651782889166,1651782896102,6936,false,false;practice,1,2,FN6M.webm,77,non-word,1651782904195,1651782908357,4162,false,false;practice,2,0,F40H.webm,88,word,1651782911626,1651782916572,4946,false,false;practice,3,3,F2H-CATCH.webm,88,word,1651782919365,1651782922159,2794,true,false;practice,4,4,F4M.webm,88,word,1651782942063,1651782945925,3862,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651782948777,1651782951834,3057,true,true;",
363,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,4,F4M.webm,88,word,1651807906084,1651807912903,6819,false,false;practice,1,3,F2H-CATCH.webm,66,,1651807919956,1651807922638,2682,true,true;practice,2,2,FN6M.webm,77,non-word,1651807928195,1651807932749,4554,false,false;practice,3,5,FN1H.webm,77,non-word,1651807936722,1651807941594,4872,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651807944991,1651807947609,2618,true,true;practice,5,0,F40H.webm,88,word,1651807950632,1651807955583,4951,false,false;",
379,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651808989411,1651808994167,4756,true,false;practice,1,3,F2H-CATCH.webm,66,,1651809001141,1651809005285,4144,true,true;practice,2,0,F40H.webm,88,word,1651809009198,1651809012203,3005,false,false;practice,3,5,FN1H.webm,77,non-word,1651809014545,1651809017809,3264,false,false;practice,4,4,F4M.webm,88,word,1651809020787,1651809023325,2538,false,false;practice,5,2,FN6M.webm,77,non-word,1651809025938,1651809028612,2674,false,false;",
221,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,4,F4M.webm,88,word,1651783462101,1651783466347,4246,false,false;practice,1,2,FN6M.webm,77,non-word,1651783472327,1651783474952,2625,false,false;practice,2,3,F2H-CATCH.webm,66,,1651783482856,1651783485140,2284,true,true;practice,3,5,FN1H.webm,77,non-word,1651783490649,1651783493598,2949,false,false;practice,4,0,F40H.webm,88,word,1651783497299,1651783500045,2746,false,false;practice,5,1,FN86H-CATCH.webm,66,,1651783503159,1651783505504,2345,true,true;",
166,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,2,FN6M.webm,77,non-word,1651778601118,1651778607552,6434,false,false;practice,1,5,FN1H.webm,77,non-word,1651778610407,1651778613897,3490,false,false;practice,2,0,F40H.webm,88,word,1651778616227,1651778618608,2381,false,false;practice,3,4,F4M.webm,88,word,1651778620873,1651778623091,2218,false,false;practice,4,3,F2H-CATCH.webm,88,word,1651778625547,1651778627989,2442,true,false;practice,5,1,FN86H-CATCH.webm,66,,1651778637235,1651778640927,3692,true,true;",
291,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,4,F4M.webm,88,word,1651794040452,1651794044055,3603,false,false;practice,1,5,FN1H.webm,77,non-word,1651794048782,1651794051395,2613,false,false;practice,2,0,F40H.webm,88,word,1651794054783,1651794057939,3156,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651794060819,1651794063965,3146,true,true;practice,4,2,FN6M.webm,77,non-word,1651794066887,1651794070373,3486,false,false;practice,5,3,F2H-CATCH.webm,66,,1651794073174,1651794075676,2502,true,true;",
275,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,66,,1651793912189,1651793920065,7876,true,true;practice,1,5,FN1H.webm,77,non-word,1651793926128,1651793930038,3910,false,false;practice,2,3,F2H-CATCH.webm,66,,1651793934652,1651793937648,2996,true,true;practice,3,0,F40H.webm,88,word,1651793940842,1651793944903,4061,false,false;practice,4,4,F4M.webm,88,word,1651793947525,1651793950579,3054,false,false;practice,5,2,FN6M.webm,77,non-word,1651793952834,1651793956552,3718,false,false;",
443,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,0,F40H.webm,88,word,1651829431655,1651829438904,7249,false,false;practice,1,1,FN86H-CATCH.webm,88,word,1651829443221,1651829448802,5581,true,false;practice,2,4,F4M.webm,88,word,1651829453541,1651829456044,2503,false,false;practice,3,3,F2H-CATCH.webm,88,word,1651829459101,1651829462103,3002,true,false;practice,4,2,FN6M.webm,77,non-word,1651829500603,1651829504938,4335,false,false;practice,5,5,FN1H.webm,77,non-word,1651829508754,1651829512161,3407,false,false;",
231,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,5,FN1H.webm,77,non-word,1651784040671,1651784056445,15774,false,false;practice,1,3,F2H-CATCH.webm,66,,1651784060111,1651784062998,2887,true,true;practice,2,1,FN86H-CATCH.webm,66,,1651784066203,1651784068796,2593,true,true;practice,3,0,F40H.webm,88,word,1651784071116,1651784075729,4613,false,false;practice,4,2,FN6M.webm,77,non-word,1651784080023,1651784084807,4784,false,false;practice,5,4,F4M.webm,88,word,1651784087363,1651784090511,3148,false,false;",
262,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651794055576,1651794060164,4588,true,false;practice,1,2,FN6M.webm,77,non-word,1651794086774,1651794089907,3133,false,false;practice,2,0,F40H.webm,88,word,1651794093813,1651794096636,2823,false,false;practice,3,3,F2H-CATCH.webm,66,,1651794099266,1651794101349,2083,true,true;practice,4,4,F4M.webm,88,word,1651794103437,1651794106332,2895,false,false;practice,5,5,FN1H.webm,77,non-word,1651794108446,1651794111748,3302,false,false;",
198,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,4,F4M.webm,88,word,1651782398966,1651782404005,5039,false,false;practice,1,5,FN1H.webm,77,non-word,1651782410528,1651782412939,2411,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651782416068,1651782418300,2232,true,true;practice,3,0,F40H.webm,88,word,1651782422503,1651782424860,2357,false,false;practice,4,3,F2H-CATCH.webm,66,,1651782426509,1651782428668,2159,true,true;practice,5,2,FN6M.webm,77,non-word,1651782430683,1651782433804,3121,false,false;",
202,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,5,FN1H.webm,77,non-word,1651782457609,1651782462994,5385,false,false;practice,1,1,FN86H-CATCH.webm,66,,1651782465954,1651782469862,3908,true,true;practice,2,4,F4M.webm,88,word,1651782472240,1651782475284,3044,false,false;practice,3,0,F40H.webm,88,word,1651782477536,1651782480345,2809,false,false;practice,4,2,FN6M.webm,77,non-word,1651782482474,1651782486565,4091,false,false;practice,5,3,F2H-CATCH.webm,66,,1651782488417,1651782491378,2961,true,true;",
172,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,2,FN6M.webm,77,non-word,1651779605807,1651779611199,5392,false,false;practice,1,5,FN1H.webm,77,non-word,1651779615644,1651779621993,6349,false,false;practice,2,0,F40H.webm,88,word,1651779624902,1651779628684,3782,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1651779631147,1651779634199,3052,true,false;practice,4,4,F4M.webm,88,word,1651779641122,1651779644357,3235,false,false;practice,5,3,F2H-CATCH.webm,66,,1651779647095,1651779650770,3675,true,true;",
232,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,0,F40H.webm,88,word,1651783938110,1651783941590,3480,false,false;practice,1,4,F4M.webm,88,word,1651783945359,1651783957719,12360,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651783961136,1651783964400,3264,true,true;practice,3,3,F2H-CATCH.webm,66,,1651783967033,1651783969113,2080,true,true;practice,4,5,FN1H.webm,77,non-word,1651783970912,1651783973361,2449,false,false;practice,5,2,FN6M.webm,77,non-word,1651783975181,1651783978042,2861,false,false;",
399,condition=M&label=S&respKeyExp=0&respKeyTest=0,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651810751435,1651810758157,6722,true,false;practice,1,2,FN6M.webm,77,non-word,1651810767837,1651810772310,4473,false,false;practice,2,5,FN1H.webm,77,non-word,1651810775267,1651810778456,3189,false,false;practice,3,4,F4M.webm,88,word,1651810781263,1651810784309,3046,false,false;practice,4,0,F40H.webm,88,word,1651810787282,1651810790361,3079,false,false;practice,5,3,F2H-CATCH.webm,66,,1651810792984,1651810795861,2877,true,true;",
383,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,88,word,1651809549994,1651809553765,3771,true,false;practice,1,2,FN6M.webm,77,non-word,1651809566681,1651809570820,4139,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651809574586,1651809577117,2531,true,false;practice,3,0,F40H.webm,88,word,1651809580505,1651809583499,2994,false,false;practice,4,4,F4M.webm,88,word,1651809586327,1651809589970,3643,false,false;practice,5,5,FN1H.webm,77,non-word,1651809593256,1651809597075,3819,false,false;",
306,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651794269646,1651794280631,10985,true,false;practice,1,5,FN1H.webm,77,non-word,1651794284870,1651794287722,2852,false,false;practice,2,4,F4M.webm,88,word,1651794291970,1651794296420,4450,false,false;practice,3,3,F2H-CATCH.webm,66,,1651794299293,1651794302498,3205,true,true;practice,4,2,FN6M.webm,77,non-word,1651794304870,1651794307832,2962,false,false;practice,5,0,F40H.webm,88,word,1651794312335,1651794315125,2790,false,false;",
73,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,88,word,1649362256957,1649362262064,5107,true,false;practice,1,3,F2H-CATCH.webm,66,,1649362271481,1649362273035,1554,true,true;practice,2,0,F40H.webm,88,word,1649362277202,1649362281139,3937,false,false;practice,3,5,FN1H.webm,77,non-word,1649362284380,1649362286708,2328,false,false;practice,4,4,F4M.webm,88,word,1649362289751,1649362292747,2996,false,false;practice,5,2,FN6M.webm,77,non-word,1649362294964,1649362298000,3036,false,false;",
454,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651852704494,1651852710230,5736,true,false;practice,1,4,F4M.webm,88,word,1651852726724,1651852730936,4212,false,false;practice,2,2,FN6M.webm,77,non-word,1651852735197,1651852738474,3277,false,false;practice,3,3,F2H-CATCH.webm,66,,1651852742586,1651852745192,2606,true,true;practice,4,5,FN1H.webm,77,non-word,1651852747681,1651852752255,4574,false,false;practice,5,0,F40H.webm,88,word,1651852755209,1651852758038,2829,false,false;",
421,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651816407034,1651816413550,6516,true,false;practice,1,5,FN1H.webm,77,non-word,1651816425455,1651816429725,4270,false,false;practice,2,0,F40H.webm,88,word,1651816437339,1651816443558,6219,false,false;practice,3,2,FN6M.webm,77,non-word,1651816448641,1651816452125,3484,false,false;practice,4,4,F4M.webm,88,word,1651816455951,1651816459453,3502,false,false;practice,5,3,F2H-CATCH.webm,66,,1651816462001,1651816464838,2837,true,true;",
118,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651190516602,1651190519731,3129,true,false;practice,1,5,FN1H.webm,77,non-word,1651190533548,1651190536787,3239,false,false;practice,2,0,F40H.webm,88,word,1651190540955,1651190543678,2723,false,false;practice,3,3,F2H-CATCH.webm,66,,1651190545834,1651190548612,2778,true,true;practice,4,2,FN6M.webm,77,non-word,1651190551327,1651190554240,2913,false,false;practice,5,4,F4M.webm,88,word,1651190556122,1651190559537,3415,false,false;",
89,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651188192157,1651188196274,4117,false,false;practice,1,4,F4M.webm,88,word,1651188201569,1651188204125,2556,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651188207177,1651188210120,2943,true,false;practice,3,0,F40H.webm,88,word,1651188228360,1651188232022,3662,false,false;practice,4,3,F2H-CATCH.webm,66,,1651188235196,1651188237933,2737,true,true;practice,5,2,FN6M.webm,77,non-word,1651188241097,1651188245054,3957,false,false;",
342,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,2,FN6M.webm,77,non-word,1651806127712,1651806134034,6322,false,false;practice,1,4,F4M.webm,88,word,1651806137961,1651806141265,3304,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651806143431,1651806149681,6250,true,false;practice,3,0,F40H.webm,88,word,1651806163175,1651806166953,3778,false,false;practice,4,3,F2H-CATCH.webm,66,,1651806169107,1651806171434,2327,true,true;practice,5,5,FN1H.webm,77,non-word,1651806174556,1651806177570,3014,false,false;",
290,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,77,non-word,1651794186016,1651794195926,9910,false,false;practice,1,3,F2H-CATCH.webm,66,,1651794211692,1651794214038,2346,true,true;practice,2,4,F4M.webm,88,word,1651794222245,1651794225640,3395,false,false;practice,3,5,FN1H.webm,77,non-word,1651794229139,1651794232528,3389,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651794235546,1651794237394,1848,true,true;practice,5,2,FN6M.webm,77,non-word,1651794242041,1651794244880,2839,false,false;",
274,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,2,FN6M.webm,88,word,1651793999112,1651794003359,4247,false,false;practice,1,4,F4M.webm,88,word,1651794016688,1651794019605,2917,false,false;practice,2,3,F2H-CATCH.webm,88,word,1651794025670,1651794029013,3343,true,false;practice,3,1,FN86H-CATCH.webm,66,,1651794041552,1651794043886,2334,true,true;practice,4,0,F40H.webm,88,word,1651794047726,1651794050670,2944,false,false;practice,5,5,FN1H.webm,77,non-word,1651794054080,1651794057278,3198,false,false;",
94,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,4,F4M.webm,88,word,1651188665937,1651188671470,5533,false,false;practice,1,3,F2H-CATCH.webm,88,word,1651188677771,1651188681621,3850,true,false;practice,2,2,FN6M.webm,77,non-word,1651188702795,1651188707473,4678,false,false;practice,3,0,F40H.webm,88,word,1651188711007,1651188715842,4835,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651188718180,1651188721382,3202,true,true;practice,5,5,FN1H.webm,77,non-word,1651188724424,1651188728843,4419,false,false;",
404,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,4,F4M.webm,77,non-word,1651811030021,1651811051093,21072,false,false;practice,1,5,FN1H.webm,77,non-word,1651811071457,1651811074785,3328,false,false;practice,2,1,FN86H-CATCH.webm,88,word,1651811092354,1651811098193,5839,true,false;practice,3,3,F2H-CATCH.webm,88,word,1651811113034,1651811116249,3215,true,false;practice,4,0,F40H.webm,88,word,1651811129755,1651811132698,2943,false,false;practice,5,2,FN6M.webm,77,non-word,1651811135988,1651811139913,3925,false,false;",
107,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651189571492,1651189576829,5337,false,false;practice,1,2,FN6M.webm,77,non-word,1651189582226,1651189586956,4730,false,false;practice,2,0,F40H.webm,88,word,1651189590514,1651189594061,3547,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1651189596722,1651189600676,3954,true,false;practice,4,3,F2H-CATCH.webm,88,word,1651189621651,1651189624683,3032,true,false;practice,5,4,F4M.webm,88,word,1651189630409,1651189634779,4370,false,false;",
97,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651188624187,1651188629140,4953,false,false;practice,1,5,FN1H.webm,77,non-word,1651188633440,1651188636150,2710,false,false;practice,2,2,FN6M.webm,77,non-word,1651188639928,1651188642508,2580,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651188645018,1651188647460,2442,true,true;practice,4,4,F4M.webm,88,word,1651188651642,1651188656271,4629,false,false;practice,5,3,F2H-CATCH.webm,66,,1651188658784,1651188660878,2094,true,true;",
155,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651193243354,1651193253795,10441,true,false;practice,1,2,FN6M.webm,77,non-word,1651193261523,1651193271887,10364,false,false;practice,2,5,FN1H.webm,77,non-word,1651193275592,1651193279449,3857,false,false;practice,3,3,F2H-CATCH.webm,66,,1651193282569,1651193285542,2973,true,true;practice,4,0,F40H.webm,88,word,1651193288829,1651193291434,2605,false,false;practice,5,4,F4M.webm,88,word,1651193293709,1651193297069,3360,false,false;",
147,condition=H&label=S&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651192597984,1651192602272,4288,false,false;practice,1,1,FN86H-CATCH.webm,77,non-word,1651192607214,1651192611008,3794,true,false;practice,2,4,F4M.webm,88,word,1651192619130,1651192623270,4140,false,false;practice,3,2,FN6M.webm,77,non-word,1651192627589,1651192631145,3556,false,false;practice,4,3,F2H-CATCH.webm,66,,1651192634677,1651192637919,3242,true,true;practice,5,0,F40H.webm,88,word,1651192641419,1651192644922,3503,false,false;",
187,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,2,FN6M.webm,77,non-word,1651781448415,1651781454633,6218,false,false;practice,1,5,FN1H.webm,77,non-word,1651781461084,1651781466744,5660,false,false;practice,2,4,F4M.webm,88,word,1651781471543,1651781474944,3401,false,false;practice,3,1,FN86H-CATCH.webm,77,non-word,1651781478373,1651781481161,2788,true,false;practice,4,0,F40H.webm,88,word,1651781490153,1651781492352,2199,false,false;practice,5,3,F2H-CATCH.webm,66,,1651781498226,1651781501913,3687,true,true;",
179,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651780665087,1651780668908,3821,false,false;practice,1,3,F2H-CATCH.webm,88,word,1651780673646,1651780675990,2344,true,false;practice,2,4,F4M.webm,88,word,1651780681657,1651780685276,3619,false,false;practice,3,0,F40H.webm,88,word,1651780688015,1651780691139,3124,false,false;practice,4,1,FN86H-CATCH.webm,66,,1651780693824,1651780696474,2650,true,true;practice,5,2,FN6M.webm,88,word,1651780699267,1651780702263,2996,false,false;",
420,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,4,F4M.webm,88,word,1651816245248,1651816250435,5187,false,false;practice,1,0,F40H.webm,88,word,1651816253930,1651816258042,4112,false,false;practice,2,5,FN1H.webm,77,non-word,1651816260094,1651816263578,3484,false,false;practice,3,3,F2H-CATCH.webm,66,,1651816266612,1651816268267,1655,true,true;practice,4,1,FN86H-CATCH.webm,66,,1651816272062,1651816273322,1260,true,true;practice,5,2,FN6M.webm,77,non-word,1651816276825,1651816279097,2272,false,false;",
341,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651806400124,1651806405521,5397,true,false;practice,1,2,FN6M.webm,77,non-word,1651806422254,1651806438397,16143,false,false;practice,2,3,F2H-CATCH.webm,66,,1651806441922,1651806445494,3572,true,true;practice,3,5,FN1H.webm,77,non-word,1651806449019,1651806453189,4170,false,false;practice,4,0,F40H.webm,88,word,1651806456561,1651806460957,4396,false,false;practice,5,4,F4M.webm,88,word,1651806464166,1651806467485,3319,false,false;",
260,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,5,FN1H.webm,77,non-word,1651794169993,1651794175988,5995,false,false;practice,1,3,F2H-CATCH.webm,88,word,1651794181875,1651794186515,4640,true,false;practice,2,1,FN86H-CATCH.webm,66,,1651794204641,1651794207660,3019,true,true;practice,3,0,F40H.webm,88,word,1651794213584,1651794217611,4027,false,false;practice,4,4,F4M.webm,88,word,1651794220534,1651794227058,6524,false,false;practice,5,2,FN6M.webm,77,non-word,1651794230575,1651794236298,5723,false,false;",
182,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,0,F40H.webm,88,word,1651781308422,1651781311918,3496,false,false;practice,1,4,F4M.webm,88,word,1651781315614,1651781320962,5348,false,false;practice,2,1,FN86H-CATCH.webm,66,,1651781323362,1651781325597,2235,true,true;practice,3,3,F2H-CATCH.webm,66,,1651781328518,1651781331020,2502,true,true;practice,4,5,FN1H.webm,77,non-word,1651781333292,1651781336669,3377,false,false;practice,5,2,FN6M.webm,77,non-word,1651781339335,1651781342901,3566,false,false;",
382,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,3,F2H-CATCH.webm,88,word,1651809440668,1651809443954,3286,true,false;practice,1,4,F4M.webm,88,word,1651809447726,1651809451086,3360,false,false;practice,2,1,FN86H-CATCH.webm,77,non-word,1651809455348,1651809460711,5363,true,false;practice,3,2,FN6M.webm,66,,1651809467156,1651809472300,5144,false,true;practice,4,0,F40H.webm,88,word,1651809474916,1651809477596,2680,false,false;practice,5,5,FN1H.webm,77,non-word,1651809480672,1651809484072,3400,false,false;",
376,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,4,F4M.webm,88,word,1651808418189,1651808422026,3837,false,false;practice,1,5,FN1H.webm,77,non-word,1651808430747,1651808433593,2846,false,false;practice,2,0,F40H.webm,88,word,1651808436218,1651808438993,2775,false,false;practice,3,1,FN86H-CATCH.webm,66,,1651808441348,1651808443663,2315,true,true;practice,4,2,FN6M.webm,77,non-word,1651808446242,1651808448881,2639,false,false;practice,5,3,F2H-CATCH.webm,66,,1651808451334,1651808453505,2171,true,true;",
453,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,2,FN6M.webm,77,non-word,1651852572804,1651852579704,6900,false,false;practice,1,5,FN1H.webm,77,non-word,1651852584451,1651852587271,2820,false,false;practice,2,0,F40H.webm,88,word,1651852589418,1651852592391,2973,false,false;practice,3,3,F2H-CATCH.webm,88,word,1651852594682,1651852601767,7085,true,false;practice,4,1,FN86H-CATCH.webm,66,,1651852611002,1651852613871,2869,true,true;practice,5,4,F4M.webm,88,word,1651852616490,1651852620983,4493,false,false;",
240,condition=M&label=S&respKeyExp=0&respKeyTest=1,"practice,0,1,FN86H-CATCH.webm,77,non-word,1651784577751,1651784586048,8297,true,false;practice,1,4,F4M.webm,88,word,1651784604484,1651784608888,4404,false,false;practice,2,5,FN1H.webm,77,non-word,1651784613883,1651784617256,3373,false,false;practice,3,0,F40H.webm,88,word,1651784622503,1651784627232,4729,false,false;practice,4,2,FN6M.webm,77,non-word,1651784630123,1651784633480,3357,false,false;practice,5,3,F2H-CATCH.webm,77,non-word,1651784637174,1651784640350,3176,true,false;",
